2020,Indicator Name,Indicator code,Country Name,Country Code
,"Yemen, Rep.",YEM,"Yemen, Rep.","Yemen, Rep."
,South Africa,ZAF,South Africa,South Africa
,Zambia,ZMB,Zambia,Zambia
,Zimbabwe,ZWE,Zimbabwe,Zimbabwe
,Aruba,ABW,Aruba,Aruba
,Afghanistan,AFG,Afghanistan,Afghanistan
,Angola,AGO,Angola,Angola
,Albania,ALB,Albania,Albania
,Andorra,AND,Andorra,Andorra
,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates
,Argentina,ARG,Argentina,Argentina
,Armenia,ARM,Armenia,Armenia
,American Samoa,ASM,American Samoa,American Samoa
,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda
,Australia,AUS,Australia,Australia
,Austria,AUT,Austria,Austria
,Azerbaijan,AZE,Azerbaijan,Azerbaijan
,Burundi,BDI,Burundi,Burundi
,Belgium,BEL,Belgium,Belgium
,Benin,BEN,Benin,Benin
,Burkina Faso,BFA,Burkina Faso,Burkina Faso
,Bangladesh,BGD,Bangladesh,Bangladesh
,Bulgaria,BGR,Bulgaria,Bulgaria
,Bahrain,BHR,Bahrain,Bahrain
,"Bahamas, The",BHS,"Bahamas, The","Bahamas, The"
,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina
,Belarus,BLR,Belarus,Belarus
,Belize,BLZ,Belize,Belize
,Bermuda,BMU,Bermuda,Bermuda
,Bolivia,BOL,Bolivia,Bolivia
,Brazil,BRA,Brazil,Brazil
,Barbados,BRB,Barbados,Barbados
,Brunei Darussalam,BRN,Brunei Darussalam,Brunei Darussalam
,Bhutan,BTN,Bhutan,Bhutan
,Botswana,BWA,Botswana,Botswana
,Central African Republic,CAF,Central African Republic,Central African Republic
,Canada,CAN,Canada,Canada
,Switzerland,CHE,Switzerland,Switzerland
,Channel Islands,CHI,Channel Islands,Channel Islands
,Chile,CHL,Chile,Chile
,China,CHN,China,China
,Cote d'Ivoire,CIV,Cote d'Ivoire,Cote d'Ivoire
,Cameroon,CMR,Cameroon,Cameroon
,"Congo, Dem. Rep.",COD,"Congo, Dem. Rep.","Congo, Dem. Rep."
,"Congo, Rep.",COG,"Congo, Rep.","Congo, Rep."
,Colombia,COL,Colombia,Colombia
,Comoros,COM,Comoros,Comoros
,Cabo Verde,CPV,Cabo Verde,Cabo Verde
,Costa Rica,CRI,Costa Rica,Costa Rica
,Cuba,CUB,Cuba,Cuba
,Curacao,CUW,Curacao,Curacao
,Cayman Islands,CYM,Cayman Islands,Cayman Islands
,Cyprus,CYP,Cyprus,Cyprus
,Czech Republic,CZE,Czech Republic,Czech Republic
,Germany,DEU,Germany,Germany
,Djibouti,DJI,Djibouti,Djibouti
,Dominica,DMA,Dominica,Dominica
,Denmark,DNK,Denmark,Denmark
,Dominican Republic,DOM,Dominican Republic,Dominican Republic
,Algeria,DZA,Algeria,Algeria
,Ecuador,ECU,Ecuador,Ecuador
,"Egypt, Arab Rep.",EGY,"Egypt, Arab Rep.","Egypt, Arab Rep."
,Eritrea,ERI,Eritrea,Eritrea
,Spain,ESP,Spain,Spain
,Estonia,EST,Estonia,Estonia
,Ethiopia,ETH,Ethiopia,Ethiopia
,Finland,FIN,Finland,Finland
,Fiji,FJI,Fiji,Fiji
,France,FRA,France,France
,Faroe Islands,FRO,Faroe Islands,Faroe Islands
,"Micronesia, Fed. Sts.",FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts."
,Gabon,GAB,Gabon,Gabon
,United Kingdom,GBR,United Kingdom,United Kingdom
,Georgia,GEO,Georgia,Georgia
,Ghana,GHA,Ghana,Ghana
,Gibraltar,GIB,Gibraltar,Gibraltar
,Guinea,GIN,Guinea,Guinea
,"Gambia, The",GMB,"Gambia, The","Gambia, The"
,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau
,Equatorial Guinea,GNQ,Equatorial Guinea,Equatorial Guinea
,Greece,GRC,Greece,Greece
,Grenada,GRD,Grenada,Grenada
,Greenland,GRL,Greenland,Greenland
,Guatemala,GTM,Guatemala,Guatemala
,Guam,GUM,Guam,Guam
,Guyana,GUY,Guyana,Guyana
,"Hong Kong SAR, China",HKG,"Hong Kong SAR, China","Hong Kong SAR, China"
,Honduras,HND,Honduras,Honduras
,Croatia,HRV,Croatia,Croatia
,Haiti,HTI,Haiti,Haiti
,Hungary,HUN,Hungary,Hungary
,Indonesia,IDN,Indonesia,Indonesia
,Isle of Man,IMN,Isle of Man,Isle of Man
,India,IND,India,India
,Ireland,IRL,Ireland,Ireland
,"Iran, Islamic Rep.",IRN,"Iran, Islamic Rep.","Iran, Islamic Rep."
,Iraq,IRQ,Iraq,Iraq
,Iceland,ISL,Iceland,Iceland
,Israel,ISR,Israel,Israel
,Italy,ITA,Italy,Italy
,Jamaica,JAM,Jamaica,Jamaica
,Jordan,JOR,Jordan,Jordan
,Japan,JPN,Japan,Japan
,Kazakhstan,KAZ,Kazakhstan,Kazakhstan
,Kenya,KEN,Kenya,Kenya
,Kyrgyz Republic,KGZ,Kyrgyz Republic,Kyrgyz Republic
,Cambodia,KHM,Cambodia,Cambodia
,Kiribati,KIR,Kiribati,Kiribati
,St. Kitts and Nevis,KNA,St. Kitts and Nevis,St. Kitts and Nevis
,"Korea, Rep.",KOR,"Korea, Rep.","Korea, Rep."
,Kuwait,KWT,Kuwait,Kuwait
,Lao PDR,LAO,Lao PDR,Lao PDR
,Lebanon,LBN,Lebanon,Lebanon
,Liberia,LBR,Liberia,Liberia
,Libya,LBY,Libya,Libya
,St. Lucia,LCA,St. Lucia,St. Lucia
,Liechtenstein,LIE,Liechtenstein,Liechtenstein
,Sri Lanka,LKA,Sri Lanka,Sri Lanka
,Lesotho,LSO,Lesotho,Lesotho
,Lithuania,LTU,Lithuania,Lithuania
,Luxembourg,LUX,Luxembourg,Luxembourg
,Latvia,LVA,Latvia,Latvia
,"Macao SAR, China",MAC,"Macao SAR, China","Macao SAR, China"
,St. Martin (French part),MAF,St. Martin (French part),St. Martin (French part)
,Morocco,MAR,Morocco,Morocco
,Monaco,MCO,Monaco,Monaco
,Moldova,MDA,Moldova,Moldova
,Madagascar,MDG,Madagascar,Madagascar
,Maldives,MDV,Maldives,Maldives
,Mexico,MEX,Mexico,Mexico
,Marshall Islands,MHL,Marshall Islands,Marshall Islands
,North Macedonia,MKD,North Macedonia,North Macedonia
,Mali,MLI,Mali,Mali
,Malta,MLT,Malta,Malta
,Myanmar,MMR,Myanmar,Myanmar
,Montenegro,MNE,Montenegro,Montenegro
,Mongolia,MNG,Mongolia,Mongolia
,Northern Mariana Islands,MNP,Northern Mariana Islands,Northern Mariana Islands
,Mozambique,MOZ,Mozambique,Mozambique
,Mauritania,MRT,Mauritania,Mauritania
,Mauritius,MUS,Mauritius,Mauritius
,Malawi,MWI,Malawi,Malawi
,Malaysia,MYS,Malaysia,Malaysia
,Namibia,NAM,Namibia,Namibia
,New Caledonia,NCL,New Caledonia,New Caledonia
,Niger,NER,Niger,Niger
,Nigeria,NGA,Nigeria,Nigeria
,Nicaragua,NIC,Nicaragua,Nicaragua
,Netherlands,NLD,Netherlands,Netherlands
,Norway,NOR,Norway,Norway
,Nepal,NPL,Nepal,Nepal
,Nauru,NRU,Nauru,Nauru
,New Zealand,NZL,New Zealand,New Zealand
,Oman,OMN,Oman,Oman
,Pakistan,PAK,Pakistan,Pakistan
,Panama,PAN,Panama,Panama
,Peru,PER,Peru,Peru
,Philippines,PHL,Philippines,Philippines
,Palau,PLW,Palau,Palau
,Papua New Guinea,PNG,Papua New Guinea,Papua New Guinea
,Poland,POL,Poland,Poland
,Puerto Rico,PRI,Puerto Rico,Puerto Rico
,"Korea, Dem. People's Rep.",PRK,"Korea, Dem. People's Rep.","Korea, Dem. People's Rep."
,Portugal,PRT,Portugal,Portugal
,Paraguay,PRY,Paraguay,Paraguay
,West Bank and Gaza,PSE,West Bank and Gaza,West Bank and Gaza
,French Polynesia,PYF,French Polynesia,French Polynesia
,Qatar,QAT,Qatar,Qatar
,Romania,ROU,Romania,Romania
,Russian Federation,RUS,Russian Federation,Russian Federation
,Rwanda,RWA,Rwanda,Rwanda
,Saudi Arabia,SAU,Saudi Arabia,Saudi Arabia
,Sudan,SDN,Sudan,Sudan
,Senegal,SEN,Senegal,Senegal
,Singapore,SGP,Singapore,Singapore
,Solomon Islands,SLB,Solomon Islands,Solomon Islands
,Sierra Leone,SLE,Sierra Leone,Sierra Leone
,El Salvador,SLV,El Salvador,El Salvador
,San Marino,SMR,San Marino,San Marino
,Somalia,SOM,Somalia,Somalia
,Serbia,SRB,Serbia,Serbia
,South Sudan,SSD,South Sudan,South Sudan
,Sao Tome and Principe,STP,Sao Tome and Principe,Sao Tome and Principe
,Suriname,SUR,Suriname,Suriname
,Slovak Republic,SVK,Slovak Republic,Slovak Republic
,Slovenia,SVN,Slovenia,Slovenia
,Sweden,SWE,Sweden,Sweden
,Eswatini,SWZ,Eswatini,Eswatini
,Sint Maarten (Dutch part),SXM,Sint Maarten (Dutch part),Sint Maarten (Dutch part)
,Seychelles,SYC,Seychelles,Seychelles
,Syrian Arab Republic,SYR,Syrian Arab Republic,Syrian Arab Republic
,Turks and Caicos Islands,TCA,Turks and Caicos Islands,Turks and Caicos Islands
,Chad,TCD,Chad,Chad
,Togo,TGO,Togo,Togo
,Thailand,THA,Thailand,Thailand
,Tajikistan,TJK,Tajikistan,Tajikistan
,Turkmenistan,TKM,Turkmenistan,Turkmenistan
,Timor-Leste,TLS,Timor-Leste,Timor-Leste
,Tonga,TON,Tonga,Tonga
,Trinidad and Tobago,TTO,Trinidad and Tobago,Trinidad and Tobago
,Tunisia,TUN,Tunisia,Tunisia
,Turkey,TUR,Turkey,Turkey
,Tuvalu,TUV,Tuvalu,Tuvalu
,Tanzania,TZA,Tanzania,Tanzania
,Uganda,UGA,Uganda,Uganda
,Ukraine,UKR,Ukraine,Ukraine
,Uruguay,URY,Uruguay,Uruguay
,United States,USA,United States,United States
,Uzbekistan,UZB,Uzbekistan,Uzbekistan
,St. Vincent and the Grenadines,VCT,St. Vincent and the Grenadines,St. Vincent and the Grenadines
,"Venezuela, RB",VEN,"Venezuela, RB","Venezuela, RB"
,British Virgin Islands,VGB,British Virgin Islands,British Virgin Islands
,Virgin Islands (U.S.),VIR,Virgin Islands (U.S.),Virgin Islands (U.S.)
,Vietnam,VNM,Vietnam,Vietnam
,Vanuatu,VUT,Vanuatu,Vanuatu
,Samoa,WSM,Samoa,Samoa
,Kosovo,XKX,Kosovo,Kosovo
,"Yemen, Rep.",YEM,"Yemen, Rep.","Yemen, Rep."
,South Africa,ZAF,South Africa,South Africa
,Zambia,ZMB,Zambia,Zambia
,Zimbabwe,ZWE,Zimbabwe,Zimbabwe
,Aruba,ABW,Aruba,Aruba
,Afghanistan,AFG,Afghanistan,Afghanistan
,Angola,AGO,Angola,Angola
,Albania,ALB,Albania,Albania
,Andorra,AND,Andorra,Andorra
,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates
,Argentina,ARG,Argentina,Argentina
,Armenia,ARM,Armenia,Armenia
,American Samoa,ASM,American Samoa,American Samoa
,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda
,Australia,AUS,Australia,Australia
,Austria,AUT,Austria,Austria
,Azerbaijan,AZE,Azerbaijan,Azerbaijan
,Burundi,BDI,Burundi,Burundi
,Belgium,BEL,Belgium,Belgium
,Benin,BEN,Benin,Benin
,Burkina Faso,BFA,Burkina Faso,Burkina Faso
,Bangladesh,BGD,Bangladesh,Bangladesh
,Bulgaria,BGR,Bulgaria,Bulgaria
,Bahrain,BHR,Bahrain,Bahrain
,"Bahamas, The",BHS,"Bahamas, The","Bahamas, The"
,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina
,Belarus,BLR,Belarus,Belarus
,Belize,BLZ,Belize,Belize
,Bermuda,BMU,Bermuda,Bermuda
,Bolivia,BOL,Bolivia,Bolivia
,Brazil,BRA,Brazil,Brazil
,Barbados,BRB,Barbados,Barbados
,Brunei Darussalam,BRN,Brunei Darussalam,Brunei Darussalam
,Bhutan,BTN,Bhutan,Bhutan
,Botswana,BWA,Botswana,Botswana
,Central African Republic,CAF,Central African Republic,Central African Republic
,Canada,CAN,Canada,Canada
,Switzerland,CHE,Switzerland,Switzerland
,Channel Islands,CHI,Channel Islands,Channel Islands
,Chile,CHL,Chile,Chile
,China,CHN,China,China
,Cote d'Ivoire,CIV,Cote d'Ivoire,Cote d'Ivoire
,Cameroon,CMR,Cameroon,Cameroon
,"Congo, Dem. Rep.",COD,"Congo, Dem. Rep.","Congo, Dem. Rep."
,"Congo, Rep.",COG,"Congo, Rep.","Congo, Rep."
,Colombia,COL,Colombia,Colombia
,Comoros,COM,Comoros,Comoros
,Cabo Verde,CPV,Cabo Verde,Cabo Verde
,Costa Rica,CRI,Costa Rica,Costa Rica
,Cuba,CUB,Cuba,Cuba
,Curacao,CUW,Curacao,Curacao
,Cayman Islands,CYM,Cayman Islands,Cayman Islands
,Cyprus,CYP,Cyprus,Cyprus
,Czech Republic,CZE,Czech Republic,Czech Republic
,Germany,DEU,Germany,Germany
,Djibouti,DJI,Djibouti,Djibouti
,Dominica,DMA,Dominica,Dominica
,Denmark,DNK,Denmark,Denmark
,Dominican Republic,DOM,Dominican Republic,Dominican Republic
,Algeria,DZA,Algeria,Algeria
,Ecuador,ECU,Ecuador,Ecuador
,"Egypt, Arab Rep.",EGY,"Egypt, Arab Rep.","Egypt, Arab Rep."
,Eritrea,ERI,Eritrea,Eritrea
,Spain,ESP,Spain,Spain
,Estonia,EST,Estonia,Estonia
,Ethiopia,ETH,Ethiopia,Ethiopia
,Finland,FIN,Finland,Finland
,Fiji,FJI,Fiji,Fiji
,France,FRA,France,France
,Faroe Islands,FRO,Faroe Islands,Faroe Islands
,"Micronesia, Fed. Sts.",FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts."
,Gabon,GAB,Gabon,Gabon
,United Kingdom,GBR,United Kingdom,United Kingdom
,Georgia,GEO,Georgia,Georgia
,Ghana,GHA,Ghana,Ghana
,Gibraltar,GIB,Gibraltar,Gibraltar
,Guinea,GIN,Guinea,Guinea
,"Gambia, The",GMB,"Gambia, The","Gambia, The"
,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau
,Equatorial Guinea,GNQ,Equatorial Guinea,Equatorial Guinea
,Greece,GRC,Greece,Greece
,Grenada,GRD,Grenada,Grenada
,Greenland,GRL,Greenland,Greenland
,Guatemala,GTM,Guatemala,Guatemala
,Guam,GUM,Guam,Guam
,Guyana,GUY,Guyana,Guyana
,"Hong Kong SAR, China",HKG,"Hong Kong SAR, China","Hong Kong SAR, China"
,Honduras,HND,Honduras,Honduras
,Croatia,HRV,Croatia,Croatia
,Haiti,HTI,Haiti,Haiti
,Hungary,HUN,Hungary,Hungary
,Indonesia,IDN,Indonesia,Indonesia
,Isle of Man,IMN,Isle of Man,Isle of Man
,India,IND,India,India
,Ireland,IRL,Ireland,Ireland
,"Iran, Islamic Rep.",IRN,"Iran, Islamic Rep.","Iran, Islamic Rep."
,Iraq,IRQ,Iraq,Iraq
,Iceland,ISL,Iceland,Iceland
,Israel,ISR,Israel,Israel
,Italy,ITA,Italy,Italy
,Jamaica,JAM,Jamaica,Jamaica
,Jordan,JOR,Jordan,Jordan
,Japan,JPN,Japan,Japan
,Kazakhstan,KAZ,Kazakhstan,Kazakhstan
,Kenya,KEN,Kenya,Kenya
,Kyrgyz Republic,KGZ,Kyrgyz Republic,Kyrgyz Republic
,Cambodia,KHM,Cambodia,Cambodia
,Kiribati,KIR,Kiribati,Kiribati
,St. Kitts and Nevis,KNA,St. Kitts and Nevis,St. Kitts and Nevis
,"Korea, Rep.",KOR,"Korea, Rep.","Korea, Rep."
,Kuwait,KWT,Kuwait,Kuwait
,Lao PDR,LAO,Lao PDR,Lao PDR
,Lebanon,LBN,Lebanon,Lebanon
,Liberia,LBR,Liberia,Liberia
,Libya,LBY,Libya,Libya
,St. Lucia,LCA,St. Lucia,St. Lucia
,Liechtenstein,LIE,Liechtenstein,Liechtenstein
,Sri Lanka,LKA,Sri Lanka,Sri Lanka
,Lesotho,LSO,Lesotho,Lesotho
,Lithuania,LTU,Lithuania,Lithuania
,Luxembourg,LUX,Luxembourg,Luxembourg
,Latvia,LVA,Latvia,Latvia
,"Macao SAR, China",MAC,"Macao SAR, China","Macao SAR, China"
,St. Martin (French part),MAF,St. Martin (French part),St. Martin (French part)
,Morocco,MAR,Morocco,Morocco
,Monaco,MCO,Monaco,Monaco
,Moldova,MDA,Moldova,Moldova
,Madagascar,MDG,Madagascar,Madagascar
,Maldives,MDV,Maldives,Maldives
,Mexico,MEX,Mexico,Mexico
,Marshall Islands,MHL,Marshall Islands,Marshall Islands
,North Macedonia,MKD,North Macedonia,North Macedonia
,Mali,MLI,Mali,Mali
,Malta,MLT,Malta,Malta
,Myanmar,MMR,Myanmar,Myanmar
,Montenegro,MNE,Montenegro,Montenegro
,Mongolia,MNG,Mongolia,Mongolia
,Northern Mariana Islands,MNP,Northern Mariana Islands,Northern Mariana Islands
,Mozambique,MOZ,Mozambique,Mozambique
,Mauritania,MRT,Mauritania,Mauritania
,Mauritius,MUS,Mauritius,Mauritius
,Malawi,MWI,Malawi,Malawi
,Malaysia,MYS,Malaysia,Malaysia
,Namibia,NAM,Namibia,Namibia
,New Caledonia,NCL,New Caledonia,New Caledonia
,Niger,NER,Niger,Niger
,Nigeria,NGA,Nigeria,Nigeria
,Nicaragua,NIC,Nicaragua,Nicaragua
,Netherlands,NLD,Netherlands,Netherlands
,Norway,NOR,Norway,Norway
,Nepal,NPL,Nepal,Nepal
,Nauru,NRU,Nauru,Nauru
,New Zealand,NZL,New Zealand,New Zealand
,Oman,OMN,Oman,Oman
,Pakistan,PAK,Pakistan,Pakistan
,Panama,PAN,Panama,Panama
,Peru,PER,Peru,Peru
,Philippines,PHL,Philippines,Philippines
,Palau,PLW,Palau,Palau
,Papua New Guinea,PNG,Papua New Guinea,Papua New Guinea
,Poland,POL,Poland,Poland
,Puerto Rico,PRI,Puerto Rico,Puerto Rico
,"Korea, Dem. People's Rep.",PRK,"Korea, Dem. People's Rep.","Korea, Dem. People's Rep."
,Portugal,PRT,Portugal,Portugal
,Paraguay,PRY,Paraguay,Paraguay
,West Bank and Gaza,PSE,West Bank and Gaza,West Bank and Gaza
,French Polynesia,PYF,French Polynesia,French Polynesia
,Qatar,QAT,Qatar,Qatar
,Romania,ROU,Romania,Romania
,Russian Federation,RUS,Russian Federation,Russian Federation
,Rwanda,RWA,Rwanda,Rwanda
,Saudi Arabia,SAU,Saudi Arabia,Saudi Arabia
,Sudan,SDN,Sudan,Sudan
,Senegal,SEN,Senegal,Senegal
,Singapore,SGP,Singapore,Singapore
,Solomon Islands,SLB,Solomon Islands,Solomon Islands
,Sierra Leone,SLE,Sierra Leone,Sierra Leone
,El Salvador,SLV,El Salvador,El Salvador
,San Marino,SMR,San Marino,San Marino
,Somalia,SOM,Somalia,Somalia
,Serbia,SRB,Serbia,Serbia
,South Sudan,SSD,South Sudan,South Sudan
,Sao Tome and Principe,STP,Sao Tome and Principe,Sao Tome and Principe
,Suriname,SUR,Suriname,Suriname
,Slovak Republic,SVK,Slovak Republic,Slovak Republic
,Slovenia,SVN,Slovenia,Slovenia
,Sweden,SWE,Sweden,Sweden
,Eswatini,SWZ,Eswatini,Eswatini
,Sint Maarten (Dutch part),SXM,Sint Maarten (Dutch part),Sint Maarten (Dutch part)
,Seychelles,SYC,Seychelles,Seychelles
,Syrian Arab Republic,SYR,Syrian Arab Republic,Syrian Arab Republic
,Turks and Caicos Islands,TCA,Turks and Caicos Islands,Turks and Caicos Islands
,Chad,TCD,Chad,Chad
,Togo,TGO,Togo,Togo
,Thailand,THA,Thailand,Thailand
,Tajikistan,TJK,Tajikistan,Tajikistan
,Turkmenistan,TKM,Turkmenistan,Turkmenistan
,Timor-Leste,TLS,Timor-Leste,Timor-Leste
,Tonga,TON,Tonga,Tonga
,Trinidad and Tobago,TTO,Trinidad and Tobago,Trinidad and Tobago
,Tunisia,TUN,Tunisia,Tunisia
,Turkey,TUR,Turkey,Turkey
,Tuvalu,TUV,Tuvalu,Tuvalu
,Tanzania,TZA,Tanzania,Tanzania
,Uganda,UGA,Uganda,Uganda
,Ukraine,UKR,Ukraine,Ukraine
,Uruguay,URY,Uruguay,Uruguay
,United States,USA,United States,United States
,Uzbekistan,UZB,Uzbekistan,Uzbekistan
,St. Vincent and the Grenadines,VCT,St. Vincent and the Grenadines,St. Vincent and the Grenadines
,"Venezuela, RB",VEN,"Venezuela, RB","Venezuela, RB"
,British Virgin Islands,VGB,British Virgin Islands,British Virgin Islands
,Virgin Islands (U.S.),VIR,Virgin Islands (U.S.),Virgin Islands (U.S.)
,Vietnam,VNM,Vietnam,Vietnam
,Vanuatu,VUT,Vanuatu,Vanuatu
,Samoa,WSM,Samoa,Samoa
,Kosovo,XKX,Kosovo,Kosovo
,"Yemen, Rep.",YEM,"Yemen, Rep.","Yemen, Rep."
,South Africa,ZAF,South Africa,South Africa
,Zambia,ZMB,Zambia,Zambia
,Zimbabwe,ZWE,Zimbabwe,Zimbabwe
